Class Index,Title,Description
8,-,"Nicest McDonald's I've ever been to.  I wish they had more Global options.  Full disclosure:  I hate McDonald's, so this is a pretty good score."
8,-,"This is the Jewel I'm forced to go to because it's right by my apartment.  I don't hate it, but for some reason they have a problem stocking certain things.  Example:  They didn't have Flaming Hot Fritos for over a year.  A YEAR!!  They also had Habenero cheese slices for a minute, and now they're nowhere to be found.  I can't wait until they stop stocking my Bundaburg ginger beer."
3,-,"Always a great place to eat, so much variety in the menu selection.  Check their online menu! Food is great and cooked to order. Full bar with so many beer choices. One of Springfield's unique dining spots. Casual and relaxing with stuffed wildlife all over the place. May 2107 had the bacon chicken chipotle pizza. Flavor wonderful however it was very dry."
4,-,Good as always
7,-,"A lot of healthy options. Clean, bright space."
3,-,"Arrived at 6:00pm with a group of 8 people.  Pizza time mushroom, sausage, onion and black olive, thin crust pizza. Great waitress, pizza was over too fa overcooked and dry. Good waitresss."
1,-,Staff is very nice
5,-,"Good spot, friendly staff"
3,-,Only grabbed a few things but it's a nice store
3,-,"12-30-18
This place mean is clean and has polite workers. Good service today. Place needs adult supervision, training for employees (one said they sell it the other said they don't) and cleaned! Not understanding if it's branded Dairy Queen shouldn't they all sell the same items?"
7,-,Massive store with a ton of options. Quality seems good for the price.
8,-,"Beer selection is pretty good, and the bartenders are usually great.  If there's music it can be pretty loud in there."
5,-,Hate going here with my dog because it means she's sick but we've gotten top notch care
8,-,"Fantastic cheese steak, but get it to go, because the space sucks.  Basically the decor is two tables, and a bunch of garbage.  Very authentic Philly style cheese steaks.  The one on Belmont is much nicer."
5,-,Love it. Great classes
7,-,"Good place for a show, very large stage for the size of the club."
6,-,"Equal to the old, but updated. A very classy treatment with loads of atmosphere.  Just had a drink will report after a meal"
6,-,Good coffee with a good limited menu for all day. Also has liquor.
6,-,A good Chicago bar with a mix of all types
3,-,"There's a lot here to choose from. Great store, I'm sure you'll find something good here."
3,-,"10-28-18
Food was very good, we all had a great time here today.
Ordered the baked pasta. Looked good when delivered. The sauce flavor wasn't bad, however it was very watery. Outside of that not a bad lunch. Should have asked for a bowl to draon tje excess liquid from it.
10-10-17 dinner with family. Good food, great waitress!"
3,-,This place is a new location with plenty of therapy exercise areas to assist with your recovery. Staff is great to work with in scheduling appointments. Great place to choose for treatmemt.
1,-,Got every thing
3,-,"Think we probably came on the wrong night.  Very busy, long wait for table and food once ordered. Not bad though considering."
2,-,"Boba milk tea is my favorite so glad this place opened in Chicago, I used to have this all the time in Malaysia!!"
9,-,"HUGE gyros! Very fast service. Very large dinning area. Large parking lor, can fit large trucks, busses, trailers with no problem."
9,-,"Great spot, right by the lake."
4,-,The tamales and beans were very good
6,-,Good theater with first run and dine in options
3,-,"A group of 8 met up here for dinner tonight. Waitress was very nice and she was quite good at taking care of us. We ordered a variety of sandwiches, pizzas, horseshoes and a shephards pie. Food wasn't bad for bar food. I don't think I could find a reason to go here if it was for having dinner with friends."
7,-,"Decent selection of drinks, ok atmosphere."
6,-,"A casual chinese restaurant, part of the Min Hing group.  You'll think your in China, or at least Chinatown"
2,-,"Insane seafood, stone crab and crab legs are fantastic. Bloody Mary is a must too!!"
2,-,Major Austin Vibes here. Best frozen cocktails I've ever had. Oysters are good for an appetizer
3,-,"What a wonderful experience,  beautiful shop with very nice merchandise.  No junk. Had a great time browsing the store. Walked into a second room and make an immediate purchase.  Staff was outstanding. 1st time here and ill definitely put this on the list to return."
7,-,"Burger was average at best. Small beer selection, but high quality."
3,-,"Kent plaza is a L shaped mall anchored by County Market Grociers. It also has several speciality stores and two different bars. One being the  Burger Bar which is know for see ing fresh 8oz burgers in about 6-8 varieties or build your own. There is another useful store ""Nutrition Source"" which is a vitamin supplement store. The other end of the building is anchored by a bank."
4,-,Good place for a homecooked meal
8,-,"This is my go to spot before or after a show at the Riviera or Aragon.  Good beer selection, and great bartenders."
2,-,Cold brew heaven!!! Kombucha on tap as well plus a nice mix of juice/elixirs! I got the spywood brew from Minneapolis and it was smooth. Want to try the fairgrounds next time
6,-,Ive been waiting for all the ownership squabbles to be over. I dont know what they were fighting about.  Below avarage
9,-,"Great food, good prices, unique spot"
6,-,A good coffee shop with a more than adequate selection
6,-,A good coffee shop in Greek town. The difference  is that they have table service a a wider range of food.
6,-,A good spot with a nice outdoor patio and very good coffee.
5,-,Too much equipment jammed in the weight room
1,-,What you would expect
7,-,"Not sure why this place is so busy, the food is just not that good."
6,-,"A great space for a business meeting or conference. Not the Wework type of solution much more professional oriented, but with all the services and snacks"
9,-,"OK bar, very small though. Not the most welcoming feeling walking in, seems very clicky. Not many other choices in the area though."
6,-,"One of the many places to see lve acts, some of
Them national headliners.  Resonable prices and simp le surroundings"
3,-,"What a major hassle trying to disconnect service. Had to deal with a complete good on the phone earlier who just could not grasp what she was being told. Hung up and called back later. This time was a little easier however not what I would call an easy process. When we do ally came to an understanding I learned I actually had to go to a physical store location to complete the process. Glad it's over, so glad it's over. This process was torture."
3,-,Closed for the season.
6,-,A mixed use apt building with convenient shops in a nice area
3,-,"Wow have they got stuff, lots to look through. Didn't have what I was Interested in."
1,-,Very interesting and new . Great way to spread the word
1,-,Small but super cool
6,-,"A good sports bar. There is nothing special about this place, except a good menu and its proximity to the ubited center. Blackhawk bar"
5,-,Grab your favorite drinks and enjoy a filling high quality meal
